Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"440 Newlands Road, West Vancouver","3,488,000",For Sale,49.3350876,-123.1285701,4,4,14-Mar-25
"1616 Columbia Street, Vancouver","709,900",For Rent,49.2712713,-123.1092344,3,2,14-Mar-25
"318 - 1500 Fern Street, North Vancouver","985,000",For Sale,49.3124443,-123.0323779,1,1,14-Mar-25
"1727 Macdonald Street, Vancouver","3,095,000",For Sale,49.2705983,-123.1685364,8,4,14-Mar-25
"7771 146a Street, Surrey","1,525,000",For Sale,49.1440627,-122.8166897,4,4,13-Mar-25
"308 - 13969 96 Avenue, Surrey","646,000",For Sale,49.1771955,-122.8361556,2,1,13-Mar-25
"1652 Marine Drive, Vancouver","268,000",For Sale,49.2105751,-123.072748,,,13-Mar-25
"943 Hastings Street, Vancouver","1,777,000",For Sale,49.2812521,-123.0838609,,,13-Mar-25
"506 - 625 Cottonwood Avenue, Coquitlam","909,900",For Sale,49.2589467,-122.88446,2,1,13-Mar-25
"211 - 625 Cottonwood Avenue, Coquitlam","969,900",For Sale,49.2589467,-122.88446,3,2,13-Mar-25
"17 - 15235 Sitka Drive, Surrey","834,900",For Sale,49.1455022,-122.7992451,2,3,13-Mar-25
"106 - 1331 Alberni Street, Vancouver","3,500",For Rent,49.2882466,-123.1276892,1,1,13-Mar-25
"129 - 3535 Highland Drive, Coquitlam","1,079,900",For Sale,49.300677,-122.743632,3,3,13-Mar-25
"17 - 15155 62a Avenue, Surrey","799,900",For Sale,49.1182781,-122.8059541,3,2,13-Mar-25
"UNFURNISHED- - 183 23rd Street, North Vancouver","3,400",For Rent,49.3302101,-123.0689643,2,2,13-Mar-25
"848 38th Avenue, Vancouver","1,728,000",For Sale,49.2354495,-123.0872533,3,0,13-Mar-25
"906 - 13696 100 Avenue, Surrey","598,000",For Sale,49.1839769,-122.8427368,2,2,13-Mar-25
"3103 - 689 Abbott Street, Vancouver","1,068,000",For Sale,49.2790597,-123.1079516,2,2,13-Mar-25
"2605 - 1199 Seymour Street, Vancouver","699,000",For Sale,49.2768746,-123.1252014,1,1,13-Mar-25
"4150 Victory Street, Burnaby","2,188,000",For Sale,49.2181592,-123.0113723,5,2,13-Mar-25
"140 - 1169 Pacific Street, Coquitlam","488,000",For Sale,49.28225,-122.79848,3,2,13-Mar-25
"160 - 2188 No. 5 Road, Richmond","149,800",For Sale,49.1953238,-123.0909523,,,13-Mar-25
"313 - 14858 60 Avenue, Surrey","1,650",For Rent,49.1116303,-122.8103805,5,5,13-Mar-25
"305 - 14858 60 Avenue, Surrey","3,500",For Rent,49.1116303,-122.8103805,3,3,13-Mar-25
"2027 42nd Avenue, Vancouver","450,000",For Sale,49.2337629,-123.1527725,,,13-Mar-25
"1503 - 10428 Whalley Boulevard, Surrey","489,000",For Sale,49.19237,-122.8415042,1,1,13-Mar-25
"221 - 255 1st Street, North Vancouver","1,039,000",For Sale,49.3139221,-123.0842751,2,2,13-Mar-25
"808 Bute , Vancouver","780,000",For Sale,49.2857758,-123.1271095,,,13-Mar-25
"4302 - 13696 100 Avenue, Surrey","648,000",For Sale,49.1839769,-122.8427368,3,2,13-Mar-25
"1505 - 7418 Paulson Street, Vancouver","1,479,900",For Sale,49.2173863,-123.1182747,2,2,13-Mar-25
"1004 - 1650 Bayshore Drive, Vancouver","2,100,000",For Sale,49.2918436,-123.1306158,2,2,13-Mar-25
"602 - 9388 Tomicki Avenue, Richmond","699,900",For Sale,49.1800002,-123.1191278,2,2,13-Mar-25
"4313 Pender Street, Burnaby","2,159,900",For Sale,49.2803818,-123.0080761,7,4,13-Mar-25
"3800 Lockhart Road, Richmond","2,499,000",For Sale,49.1614937,-123.1836591,5,5,13-Mar-25
"10655 No. 1 Road, Richmond","2,268,000",For Sale,49.1346443,-123.1813257,3,4,13-Mar-25
"211 - 14858 60 Avenue, Surrey","2,600",For Rent,49.1116303,-122.8103805,2,2,13-Mar-25
"11 - 8080 Francis Road, Richmond","1,100,000",For Sale,49.1481464,-123.1352017,3,3,13-Mar-25
"10560 Springfield Court, Richmond","1,950,000",For Sale,49.1352217,-123.1877535,5,7,13-Mar-25
"307 - 1988 49th Avenue, Vancouver","699,000",For Sale,49.2271134,-123.1515927,2,2,13-Mar-25
"4110 - 2108 Gilmore Avenue, Burnaby","1,652,900",For Sale,49.2653663,-123.0133104,3,2,13-Mar-25
"1014 Lillooet Road, North Vancouver","995,000",For Sale,49.3163144,-123.0218517,3,3,13-Mar-25
"805 - 8940 University Crescent, Burnaby","719,000",For Sale,49.2804523,-122.908412,2,2,13-Mar-25
"2310 - 928 Beatty Street, Vancouver","719,900",For Sale,49.2761799,-123.1157375,1,1,13-Mar-25
"616 - 10065 133 Street, Surrey","389,990",For Sale,49.1857413,-122.8543437,0,1,13-Mar-25
"1135 Groveland Court, West Vancouver","4,398,000",For Sale,49.3523124,-123.1464879,6,0,13-Mar-25
"72 - 5531 Cornwall Drive, Richmond","1,700,000",For Sale,49.1718958,-123.1859952,3,4,13-Mar-25
"2686 Point Grey Road, Vancouver","1,998,000",For Sale,49.27209,-123.1659623,3,3,13-Mar-25
"1287 - 87 Nelson Street, Vancouver","699,000",For Sale,49.2746415,-123.1151479,1,1,13-Mar-25
"43 - 16388 85 Avenue, Surrey","829,000",For Sale,49.1570692,-122.7692907,3,3,13-Mar-25
"410 - 13623 81a Avenue, Surrey","499,900",For Sale,49.1510539,-122.845311,1,1,13-Mar-25
"4975 Rupert Street, Vancouver","3,499,900",For Sale,49.239708,-123.0391519,5,2,13-Mar-25
"3228 45th Avenue, Vancouver","3,388,000",For Sale,49.2290641,-123.0367142,4,4,13-Mar-25
"14349 Kindersley Drive, Surrey","1,325,000",For Sale,49.2048738,-122.8245064,3,2,13-Mar-25
"18791 60 Avenue, Surrey","1,499,000",For Sale,49.1115697,-122.7019716,2,2,13-Mar-25
"509 - 788 Hamilton Street, Vancouver","688,000",For Sale,49.2789614,-123.115472,3,2,13-Mar-25
"714 - 22 Cordova Street, Vancouver","609,000",For Sale,49.282404,-123.1047989,4,5,13-Mar-25
"201 - 16398 64 Avenue, Surrey","659,000",For Sale,49.1185167,-122.7685545,2,2,13-Mar-25
"814 - 1010 Howe Street, Vancouver","579,900",For Sale,49.2796103,-123.1240422,2,2,13-Mar-25
"2801 - 7303 Noble Lane, Burnaby","634,900",For Sale,49.2194426,-122.9491631,1,1,13-Mar-25
"3719 3rd Avenue, Vancouver","5,680,000",For Sale,49.2697314,-123.1860994,5,4,13-Mar-25
"7768 18th Avenue, Burnaby","1,666,666",For Sale,49.2235339,-122.9378574,2,1,13-Mar-25
"4678 3rd Avenue, Vancouver","6,688,000",For Sale,49.2699915,-123.2141843,6,3,13-Mar-25
"1330 15th Street, North Vancouver","2,098,000",For Sale,49.3219311,-123.0378131,6,4,13-Mar-25
"7951 Frobisher Drive, Richmond","1,999,998",For Sale,49.1563392,-123.1779181,4,3,13-Mar-25
"15497 Rosemary Heights Crescent, Surrey","2,060,000",For Sale,49.0617202,-122.79345,4,2,13-Mar-25
"4406 - 4880 Lougheed Highway, Burnaby","3,700",For Rent,49.2652118,-122.9944925,2,2,13-Mar-25
"1902 - 5470 Ormidale Street, Vancouver","719,900",For Sale,49.2345014,-123.0245368,2,1,13-Mar-25
"408 - 3637 17th Avenue, Vancouver","899,999",For Sale,49.2575963,-123.1859669,2,2,13-Mar-25
"412 - 13439 94a Avenue, Surrey","479,900",For Sale,49.1741006,-122.8502258,1,1,13-Mar-25
"13 - 9762 182a Street, Surrey","1,049,999",For Sale,49.1800576,-122.7156402,4,4,13-Mar-25
"301 - 3281 Kent Avenue North , Vancouver","788,800",For Sale,49.2064039,-123.0374876,2,2,13-Mar-25
"13370 96 Avenue, Surrey","1,649,000",For Sale,49.1768089,-122.8522394,6,5,13-Mar-25
"4922 Queensland Road, Vancouver","3,680,000",For Sale,49.2663937,-123.2238126,3,2,13-Mar-25
"13548 15 Avenue, Surrey","1,979,999",For Sale,49.0291554,-122.8466398,5,2,13-Mar-25
"6240 No. 4 Road, Richmond","2,915,000",For Sale,49.167746,-123.112622,,,13-Mar-25
"696 16th Avenue, Vancouver","1,399,000",For Sale,49.2569201,-123.1198668,2,2,13-Mar-25
"306 - 5663 Inman Avenue, Burnaby","849,800",For Sale,49.2334317,-123.0162676,2,2,13-Mar-25
"3801 - 2108 Gilmore Avenue, Burnaby","1,228,900",For Sale,49.2653663,-123.0133104,2,2,13-Mar-25
"316 - 9877 University Crescent, Burnaby","658,999",For Sale,49.2764992,-122.9088076,2,2,13-Mar-25
"2905 - 583 Beach Crescent, Vancouver","1,788,000",For Sale,49.27341,-123.1292831,2,2,13-Mar-25
"170 - 14150 58a Avenue, Surrey","899,900",For Sale,49.1089056,-122.8307698,3,3,13-Mar-25
"14 - 9762 182a Street, Surrey","1,049,999",For Sale,49.1800576,-122.7156402,4,4,13-Mar-25
"5769 Hudson Street, Vancouver","3,998,000",For Sale,49.2335018,-123.1352828,7,11,13-Mar-25
"218 - 16633 24 Avenue, Surrey","3,600",For Rent,49.0460919,-122.761093,3,2,13-Mar-25
"2315 - 10620 150 Street, Surrey","510,000",For Sale,49.1961788,-122.8049788,2,1,13-Mar-25
"2102 - 2108 Gilmore Avenue, Burnaby","1,149,900",For Sale,49.2653663,-123.0133104,2,2,13-Mar-25
"1702 - 4788 Hazel Street, Burnaby","1,138,000",For Sale,49.2285208,-122.9973484,3,2,13-Mar-25
"9 - 15065 58 Avenue, Surrey","819,900",For Sale,49.1068714,-122.8048597,3,4,13-Mar-25
"3382 155 Street, Surrey","2,699,000",For Sale,49.0634316,-122.7925874,6,3,13-Mar-25
"10255 Semiahmoo Road, Surrey","1,699,998",For Sale,49.1890648,-122.8619915,3,3,13-Mar-25
"314 - 16633 24 Avenue, Surrey","2,550",For Rent,49.0460919,-122.761093,2,2,13-Mar-25
"1725 128 Street, Surrey","1,399,999",For Sale,49.0333778,-122.8683294,,,13-Mar-25
"608 - 6855 Pearson Way, Richmond","1,368,000",For Sale,49.1761849,-123.1471966,2,2,13-Mar-25
"207 - 1515 2nd Avenue, Vancouver","929,000",For Sale,49.2698011,-123.1385727,1,2,13-Mar-25
"3306 - 10750 135a Street, Surrey","724,999",For Sale,49.1975987,-122.8469471,2,2,13-Mar-25
"7994 Elwell Street, Burnaby","2,488,000",For Sale,49.2304209,-122.9362292,6,5,13-Mar-25
"5885 186a Street, Surrey","1,469,000",For Sale,49.1096942,-122.7063204,5,3,13-Mar-25
"4611 - 2108 Gilmore Avenue, Burnaby","1,126,900",For Sale,49.2653663,-123.0133104,2,2,13-Mar-25
"2704 - 10428 Whalley Boulevard, Surrey","599,900",For Sale,49.19237,-122.8415042,2,1,13-Mar-25
"2612 - 13428 105 Avenue, Surrey","699,999",For Sale,49.1927348,-122.8500408,1,1,13-Mar-25
"438 45th Avenue, Vancouver","4,990,000",For Sale,49.2295523,-123.1150466,3,2,13-Mar-25
"2712- - 2722 176 Street, Surrey","15,800,000",For Sale,49.0515354,-122.7348491,1,1,13-Mar-25
"105 - 175 Victory Ship Way, North Vancouver","5,800",For Rent,49.309479,-123.0783243,1,1,13-Mar-25
"18 - 1250 6th Avenue, Vancouver","1,235,000",For Sale,49.2651804,-123.0784849,,,13-Mar-25
"1302 - 7433 Cambie Street, Vancouver","729,000",For Sale,49.2174221,-123.1174011,2,2,13-Mar-25
"108 - 10616 132 Street, Surrey","789,000",For Sale,49.1956285,-122.8561448,1,1,13-Mar-25
"5808 Portland Street, Burnaby","1,749,900",For Sale,49.2118406,-122.9788359,2,2,13-Mar-25
"12764 104a Avenue, Surrey","1,499,800",For Sale,49.1922075,-122.8690028,5,4,13-Mar-25
"208A - 3430 Brighton Avenue, Burnaby",23,For Rent,49.2526229,-122.9183812,,,13-Mar-25
"109 - 1500 Hartley Avenue, Coquitlam","1,558,800",For Sale,49.2263372,-122.8467228,,,13-Mar-25
"3009 - 7358 Edmonds Street, Burnaby","677,000",For Sale,49.2189994,-122.9503487,1,1,13-Mar-25
"1203 - 6808 Minoru Boulevard , Richmond","1,399,000",For Sale,49.1633761,-123.1400946,3,2,13-Mar-25
"30 - 3387 King George Boulevard, Surrey","949,000",For Sale,49.0629644,-122.8167121,2,3,13-Mar-25
"6583 Broadway , Burnaby","7,112,400",For Sale,49.261971,-122.9679504,6,3,13-Mar-25
"189 - 1331 Olmsted Street, Coquitlam","1,289,900",For Sale,49.2934524,-122.7415927,3,3,13-Mar-25
"414 - 333 1st Street, North Vancouver","679,000",For Sale,49.3147147,-123.085971,1,1,13-Mar-25
"2128 Eton Street, Vancouver","1,150,000",For Sale,49.2873744,-123.0603361,5,5,13-Mar-25
"1304 - 6699 Dunblane Avenue, Burnaby","1,060,000",For Sale,49.2222005,-122.9930653,3,3,13-Mar-25
"801 - 1555 Eastern Avenue, North Vancouver","878,000",For Sale,49.3230294,-123.0711857,4,4,13-Mar-25
"116 - 7240 Lindsay Road, Richmond","249,900",For Sale,49.1600234,-123.1664418,1,1,13-Mar-25
"1203 - 885 Cambie Street, Vancouver","1,350,000",For Sale,49.2773685,-123.1164868,2,2,13-Mar-25
"8166 Luton Road, Richmond","3,788,000",For Sale,49.1541575,-123.1349208,5,6,13-Mar-25
"6262 Angus Drive, Vancouver","9,388,000",For Sale,49.2292724,-123.1474785,6,7,13-Mar-25
"3609 Turner Street, Vancouver","1,999,000",For Sale,49.279347,-123.0253239,6,4,13-Mar-25
"6046 145 Street, Surrey","1,650,000",For Sale,49.1127226,-122.8202443,6,4,13-Mar-25
"1509 - 4815 Eldorado Mews, Vancouver","499,800",For Sale,49.2415498,-123.0580068,1,1,13-Mar-25
"320 - 15745 Croydon Drive, Surrey","618,000",For Sale,49.0481318,-122.7857801,1,1,13-Mar-25
"1904 - 7683 Park Crescent, Burnaby","936,900",For Sale,49.2097159,-122.9495044,2,2,13-Mar-25
"125 W 41st Avenue, Vancouver","1,588,000",For Sale,49.2335095,-123.1088633,3,3,13-Mar-25
"1211 - 10777 University Drive, Surrey","424,900",For Sale,49.1984084,-122.8513645,1,1,13-Mar-25
"2985 Altamont Crescent, West Vancouver","8,998,000",For Sale,49.3461227,-123.1953926,5,8,13-Mar-25
"501 - 1618 Quebec Street, Vancouver","2,350",For Rent,49.2714629,-123.1016124,1,1,13-Mar-25
"51st Avenue, Vancouver","3,000",For Rent,49.225088,-123.1630195,3,2,13-Mar-25
"2602 - 1500 Fern St Street, North Vancouver","4,800",For Rent,49.3124443,-123.0323779,2,2,13-Mar-25
"311 - 1363 Clyde Avenue, West Vancouver","811,000",For Sale,49.3290019,-123.1539524,2,1,13-Mar-25
"204 - 1484 Charles Street, Vancouver","499,000",For Sale,49.2728308,-123.0738624,1,1,13-Mar-25
"2496 27th Avenue, Vancouver","1,339,000",For Sale,49.2460699,-123.054495,3,4,13-Mar-25
"241 - 13888 70 Avenue, Surrey","659,000",For Sale,49.1298194,-122.8368261,2,2,13-Mar-25
"985 33rd Avenue, Vancouver","3,820,000",For Sale,49.2416609,-123.1269613,6,3,13-Mar-25
"223 - 2970 King George Boulevard, Surrey","745,000",For Sale,49.0564346,-122.8053519,2,2,13-Mar-25
"506 - 3319 148 Street, Surrey","699,900",For Sale,49.0626356,-122.8135451,3,1,13-Mar-25
"323 - 7431 Blundell Road, Richmond","549,000",For Sale,49.1560708,-123.1419826,1,1,13-Mar-25
"3401 - 6699 Dunblane Avenue, Burnaby","1,749,000",For Sale,49.2222005,-122.9930653,3,2,13-Mar-25
"1001 - 551 Austin Avenue, Coquitlam","725,000",For Sale,49.24958,-122.88919,1,1,13-Mar-25
"902 - 585 Austin Avenue, Coquitlam","719,000",For Sale,49.2495538,-122.8865991,1,1,13-Mar-25
"64 - 2070 Oak Meadows Drive, Surrey","799,000",For Sale,49.039057,-122.7698609,4,3,13-Mar-25
"220 - 13623 81a Avenue, Surrey","484,888",For Sale,49.1510539,-122.845311,1,1,13-Mar-25
"103 - 13978 Fraser Highway, Surrey","899,888",For Sale,49.1786165,-122.8350304,4,3,12-Mar-25
"1206 Como Lake Avenue, Coquitlam","1,639,900",For Sale,49.2632819,-122.8589408,5,2,12-Mar-25
"3906 Lockhart Road, Richmond","2,490,000",For Sale,49.1615121,-123.1826396,5,5,12-Mar-25
"2106 - 505 Nelson Street, Coquitlam","944,900",For Sale,49.2494204,-122.8649479,2,1,12-Mar-25
"16 - 2978 Walton Avenue, Coquitlam","635,000",For Sale,49.2892801,-122.7952953,2,2,12-Mar-25
"4 - 1670 160 Street, Surrey","3,500",For Rent,49.0321588,-122.7775463,4,4,12-Mar-25
"1805 - 833 Homer Street, Vancouver","3,150",For Rent,49.2792358,-123.1176755,1,1,12-Mar-25
"2329 49th Avenue, Vancouver","1,738,000",For Sale,49.2275723,-123.160561,2,2,12-Mar-25
"11 - 14271 60 Avenue, Surrey","799,888",For Sale,49.1120727,-122.8273979,5,4,12-Mar-25
"112 - 2222 Cambridge Street, Vancouver","630,000",For Sale,49.2863651,-123.0591259,2,1,12-Mar-25
"52 - 15233 34th Avenue, Surrey","849,900",For Sale,49.0638612,-122.8001635,3,4,12-Mar-25
"7746 Lucas Road, Richmond","9,880,000",For Sale,49.1516207,-123.1379764,6,7,12-Mar-25
"16505 26 Avenue, Surrey","4,980,000",For Sale,49.0495905,-122.7649327,7,8,12-Mar-25
"20 - 2501 161a Street, Surrey","998,000",For Sale,49.0479587,-122.7755973,3,3,12-Mar-25
"410 - 1858 5th Avenue, Vancouver","899,000",For Sale,49.2668379,-123.1468815,1,1,11-Mar-25
"309 - 306 W 1st Street, North Vancouver","560,000",For Sale,49.3149863,-123.085004,4,4,15-Mar-25
"3575 Sunset Lane, West Vancouver","1,998,000",For Sale,49.3400449,-123.2154049,5,4,14-Mar-25
"414 - 3528 146a Street, Surrey","639,600",For Sale,49.0658678,-122.816853,2,2,14-Mar-25
"317 15th Street, North Vancouver","2,090,000",For Sale,49.3219197,-123.0794793,3,2,14-Mar-25
"315 - 15315 66 Avenue, Surrey","899,000",For Sale,49.1231244,-122.7974293,,,14-Mar-25
"22 - 22788 Norton Court, Richmond","889,000",For Sale,49.1752703,-122.9699657,2,3,14-Mar-25
"14 - 1454 162b Street, Surrey","1,399,900",For Sale,49.0285702,-122.771305,4,4,14-Mar-25
"608 - 3331 Brown Road, Richmond","679,000",For Sale,49.1862002,-123.1298776,1,1,14-Mar-25
"1101 - 1616 Bayshore Drive, Vancouver","2,299,000",For Sale,49.2915244,-123.1297818,2,2,14-Mar-25
"128 - 1833 165a Street, Surrey","949,900",For Sale,49.035036,-122.7636738,3,3,14-Mar-25
"611 - 707 Como Lake Avenue, Coquitlam","1,048,800",For Sale,49.2637687,-122.8824957,2,2,14-Mar-25
"442 14th Street, North Vancouver","2,100,000",For Sale,49.3213681,-123.0836675,2,0,14-Mar-25
"2204 - 128 15th Street, North Vancouver","3,388,000",For Sale,49.3222278,-123.073712,3,4,14-Mar-25
"3160 Grandview Highway, Vancouver","3,650,000",For Sale,49.2578683,-123.0375867,6,2,14-Mar-25
"458 25th Street, North Vancouver","1,549,000",For Sale,49.3324912,-123.0839119,2,2,14-Mar-25
"607 - 8761 University Crescent, Burnaby","2,500",For Rent,49.2797507,-122.9087721,3,1,14-Mar-25
"2206 - 7433 Cambie Street, Vancouver","1,319,900",For Sale,49.2174221,-123.1174011,2,2,14-Mar-25
"809 - 9171 Ferndale Road, Richmond","798,000",For Sale,49.1692795,-123.1234012,2,2,14-Mar-25
"1908 - 3080 Lincoln Avenue, Coquitlam","784,800",For Sale,49.27863,-122.78949,3,3,14-Mar-25
"10218 173 Street, Surrey","4,600,000",For Sale,49.18831,-122.74241,4,3,14-Mar-25
"5931 Forsyth Crescent, Richmond","2,498,800",For Sale,49.1705363,-123.1804204,5,4,14-Mar-25
"1025 King Georges Way, West Vancouver","10,060,000",For Sale,49.350272,-123.1449273,5,6,14-Mar-25
"1450 Pipeline Road, Coquitlam","1,398,000",For Sale,49.3022315,-122.7759672,2,1,14-Mar-25
"2201 - 1077 Marinaside Crescent, Vancouver","3,450",For Rent,49.2737435,-123.1180213,1,1,14-Mar-25
"303 - 1575 Beach Avenue, Vancouver","730,000",For Sale,49.2831224,-123.1413054,1,1,14-Mar-25
"1402 - 4458 Beresford Street, Burnaby","890,000",For Sale,49.2251804,-123.0049229,2,2,14-Mar-25
"313 - 163 175a Street, Surrey","789,900",For Sale,49.004766,-122.737643,1,1,14-Mar-25
"501 - 4900 Lennox Lane, Burnaby","599,000",For Sale,49.2233214,-122.993728,2,2,14-Mar-25
"6451 Beatrice Street, Vancouver","1,568,000",For Sale,49.2257936,-123.0673364,1,1,14-Mar-25
"2308 - 1033 Nelson , Vancouver","6,500",For Rent,49.4928119,-117.2948343,1,1,14-Mar-25
"10039 173 Street, Surrey","1,369,000",For Sale,49.1850276,-122.7431736,2,2,14-Mar-25
"10031 173 Street, Surrey","1,369,000",For Sale,49.1850276,-122.7431736,,,14-Mar-25
"10025 173 Street, Surrey","1,369,000",For Sale,49.1850276,-122.7431736,,,14-Mar-25
"1702 - 638 Beach Crescent, Vancouver","1,595,000",For Sale,49.2734086,-123.1301951,3,3,14-Mar-25
"2881 Kamloops Street, Vancouver","989,900",For Sale,49.2584443,-123.0550512,2,2,14-Mar-25
"1406 - 2688 West Mall, Vancouver","2,098,000",For Sale,49.2558736,-123.247512,3,3,14-Mar-25
"83 - 350 174 Street, Surrey","1,450,000",For Sale,49.0080561,-122.7399713,2,3,14-Mar-25
"16059 9a Avenue, Surrey","2,499,999",For Sale,49.0193736,-122.7778306,8,7,14-Mar-25
"427 - 1252 Town Centre Boulevard, Coquitlam","548,000",For Sale,49.2875354,-122.7951688,1,1,13-Mar-25
"2205 - 1251 Cardero Street, Vancouver","379,000",For Sale,49.2849938,-123.1398662,1,1,13-Mar-25
"14059 91 Avenue, Surrey","1,868,888",For Sale,49.1684797,-122.8331791,4,3,13-Mar-25
"1604 - 145 St. Georges Avenue,  North Vancouver","2,200",For Rent,49.3112133,-123.0752005,1,1,15-Mar-25
